hanja|hangul|english|hidden_index
禁煙|금연|prohibition of smoking| 禁 煙     
旣成世代|기성세대|older generation| 旣 成 世 代   
記述-|기술하다|description, depiction| 記 述 -    
南北|남북|north and south| 南 北     
納得-|납득하다|accept, consent, convince, persuade oneself| 納 得 -    
段|단|a grade or class| 段      
獨創的|독창적|creative, ingenious, original| 獨 創 的    
滿點|만점|perfect score| 滿 點     
每-|매달|every month| 每 -     
保守|보수|conservatism| 保 守     
保安|보안|security| 保 安     
部|부|department, ministry| 部      
師母-|사모님|Madam| 師 母 -    
三|삼|three| 三      
色-|색다르다|different, novel| 色 -     
時日|시일|time, days| 時 日     
迅速-|신속하다|quick, rapid, speedy| 迅 速 -    
新製品|신제품|new product| 新 製 品    
旅行-|여행하다|to travel| 旅 行 -    
豫告-|예고하다|warn, give notice| 豫 告 -    
隱隱-|은은하다|soft, gentle, delicate| 隱 隱 -    
一大|일대|great, remarkable| 一 大     
入力|입력|input| 入 力     
自然現象|자연현상|natural phenomena| 自 然 現 象   
停留場|정류장|stop, station, bus-stop| 停 留 場    
重要|중요|important, crucial, significant| 重 要     
最新|최신|newest, latest| 最 新     
取消|취소|cancellation| 取 消     
害-|해롭다|harmful, injurious, detrimental| 害 -     
玄關門|현관문|the front door| 玄 關 門    
活潑-|활발해지다|intensify| 活 潑 -    
犧牲-|희생하다|sacrifice| 犧 牲 -    
可能-|가능해지다|to become possible| 可 能 -    
-醬|고추장|red pepper paste| - 醬     
-場|골프장|golf course| - 場     
空然-|공연히|in vain, uselessly| 空 然 -    
-前|그전|former days, the past| - 前     
金庫|금고|safe, valut| 金 庫     
能動的|능동적|actively| 能 動 的    
當分間|당분간|for the present, for now, for a while| 當 分 間    
-山|뒷산|the back side of a mountain| - 山     
美人|미인|a beautiful girl| 美 人     
半指|반지|ring| 半 指     
本|본|model, example| 本      
不平等-|불평등하다|inequality| 不 平 等 -   
山-|산속|the heart of a mountain| 山 -     
西洋人|서양인|Westerner| 西 洋 人    
所持品|소지품|one's belongings/possessions| 所 持 品    
食醋|식초|vinegar| 食 醋     
女同生|여동생|younger sister| 女 同 生    
聯想-|연상하다|association, reminiscent of, remind| 聯 想 -    
利害|이해|interests| 利 害     
潛水艦|잠수함|submarine| 潛 水 艦    
奬學金|장학금|scholarship| 奬 學 金    
點心時間|점심시간|lunchtime| 點 心 時 間   
知的|지적|intellectual, brainy| 知 的     
進行者|진행자|emcee, master of ceremonies| 進 行 者    
責任感|책임감|sense of responsibility| 責 任 感    
體溫|체온|body temperature| 體 溫     
醋-|초밥|sushi| 醋 -     
出入門|출입문|door, gate| 出 入 門    
通過|통과|pass through| 通 過     
布帳馬車|포장마차|a wheeled snack bar on the street| 布 帳 馬 車   
航空|항공|airport, airline| 航 空     
號線|호선|train line number| 號 線     
休紙|휴지|toilet paper| 休 紙     
高速|고속|high speed| 高 速     
救-|구하다|rescue a person| 救 -     
來-|내달|next month| 來 -     
毒-|독하다|potent; spiteful; firm| 毒 -     
名單|명단|list of names, roll, directory| 名 單     
無意味-|무의미하다|meaningless, nonsensical| 無 意 味 -   
文句|문구|passage, paragraph| 文 句     
未滿|미만|under, below; less than| 未 滿     
士氣|사기|morale, fighting spirit| 士 氣     
事務職|사무직|office job| 事 務 職    
素質|소질|temperament, character| 素 質     
食生活|식생활|dietary life| 食 生 活    
信號燈|신호등|traffic signal| 信 號 燈    
新婚旅行|신혼여행|honeymoon| 新 婚 旅 行   
硏究室|연구실|a laboratory| 硏 究 室    
入院|입원|hospitalization| 入 院     
組|조|company, group, organization| 組      
卒業生|졸업생|a graduate| 卒 業 生    
猖披-|창피하다|to be ashamed| 猖 披 -    
跆拳道|태권도|Taekwondo| 跆 拳 道    
合-|합하다|combine, unite, join, harmonize with, be in accord with| 合 -     
家庭敎師|가정교사|private tutor| 家 庭 敎 師   
共通的|공통적|commonly| 共 通 的    
敎育者|교육자|educator, teacher| 敎 育 者    
敎材|교재|teaching material, insruction material, textbook| 敎 材     
男|남|a man| 男      
待接-|대접하다|reception, treatment| 待 接 -    
無窮花|무궁화|hibiscus, rose of Sharon| 無 窮 花    
房-|방바닥|room's floor| 房 -     
社會生活|사회생활|social life| 社 會 生 活   
數年|수년|several years| 數 年     
心理的|심리적|psychological| 心 理 的    
延期|연기|postponement, deferment| 延 期     
慰勞|위로|consolation, solace| 慰 勞     
利用者|이용자|a user; visitor| 利 用 者    
入力-|입력하다|to input (data into the computer)| 入 力 -    
資格證|자격증|a qualification certificate| 資 格 證    
診療|진료|medical examination and treatment| 診 療     
窓-|창가|next to a window, the window's edge| 窓 -     
焦燥-|초조하다|be impatient, irritated| 焦 燥 -    
­盞-|한잔하다|to drink a glass of alchohol| ­ 盞 -    
合格-|합격하다|to pass an exam| 合 格 -    
化粧紙|화장지|paper used for applying makeup| 化 粧 紙    
歌謠|가요|a song| 歌 謠     
空-|공짜|free | 空 -     
方面|방면|direction| 方 面     
法的|법적|legal| 法 的     
補修|보수|mend, repair, fix| 補 修     
社會學|사회학|social science| 社 會 學    
性的|성적|sexual| 性 的     
洗手|세수|hand-washing| 洗 手     
純眞-|순진하다|to be naive, pure| 純 眞 -    
旅行社|여행사|travel agency| 旅 行 社    
留學生|유학생|exchange student| 留 學 生    
銀|은|silver| 銀      
障碍人|장애인|a handicapped person| 障 碍 人    
再活用品|재활용품|a recycled product| 再 活 用 品   
正反對|정반대|direct opposition, the exact reverse| 正 反 對    
學點|학점|unit, point, credit, grade| 學 點     
閑暇-|한가하다|to be free, not busy| 閑 暇 -    
合格|합격|pass an examination| 合 格     
間接的|간접적|indirect, roundabout| 間 接 的    
祈禱|기도|a prayer| 祈 禱     
大綱|대강|approximately, crude, broad, rough, generally| 大 綱     
獨立-|독립하다|to become independent| 獨 立 -    
門-|문밖|outside the door| 門 -     
不完全-|불완전하다|to be imperfect| 不 完 全 -   
不平|불평|dissatisfaction| 不 平     
生活環境|생활환경|living environment| 生 活 環 境   
歷史學|역사학|historical studies| 歷 史 學    
料理師|요리사|chef, cook| 料 理 師    
願書|원서|an application form, a written request| 願 書     
月|월|a month| 月      
理論的|이론적|theoretical| 理 論 的    
妊娠-|임신하다|to be pregnant| 妊 娠 -    
入院-|입원하다|to enter a hospital| 入 院 -    
葬禮|장례|a funeral| 葬 禮     
只今-|지금껏|so far, till now| 只 今 -    
參席者|참석자|persons present| 參 席 者    
窓口|창구|a window| 窓 口     
最低|최저|the lowest, the minimum/lowest price| 最 低     
必須|필수|necessary, indispensable| 必 須     
回數|횟수|the number of times, the frequency| 回 數     
可能|가능|possibility| 可 能     
鷄卵|계란|an egg| 鷄 卵     
校門|교문|a school gate| 校 門     
緊張感|긴장감|feeling of tension| 緊 張 感    
每週|매주|every week| 每 週     
北|북|north| 北      
不利益|불이익|disadvantage, drawback| 不 利 益    
不必要-|불필요하다|to be unnecessary| 不 必 要 -   
産婦人科|산부인과|obstetrics and gynecology| 産 婦 人 科   
修學|수학|pursuit of knowledge| 修 學     
念慮-|염려하다|to worry, be anxious about| 念 慮 -    
外三寸|외삼촌|an uncle on one's mother's side| 外 三 寸    
傳貰|전세|lease| 傳 貰     
招待|초대|an invitation| 招 待     
通|통|number of emails/written letters (counter)| 通      
退職金|퇴직금|severance pay, pension| 退 職 金    
還甲|환갑|one's 60th anniversary| 還 甲     
簡便-|간편하다|simplicity, convenience| 簡 便 -    
感動的|감동적|sensational| 感 動 的    
觀光地|관광지|tourist area| 觀 光 地    
校服|교복|school uniform| 校 服     
僑胞|교포|a Korean living abroad| 僑 胞     
歸家-|귀가하다|to return home| 歸 家 -    
滿|만|just, full| 滿      
無關心|무관심|apathy, indifference| 無 關 心    
奔走-|분주하다|be busy, crowded| 奔 走 -    
-封紙|비닐봉지|plastic bag| - 封 紙    
所重-|소중히|seriously, with care| 所 重 -    
水道-|수도꼭지|a faucet, tap| 水 道 -    
失禮|실례|rudeness, impolite| 失 禮     
安寧|안녕|hello/goodbye| 安 寧     
軟-|연하다|tender, soft, mild| 軟 -     
肉體的|육체적|physically, corporeal, of the flesh| 肉 體 的    
陰曆|음력|the lunar calendar| 陰 曆     
一回用|일회용|disposable| 一 回 用    
專門職|전문직|specialty job| 專 門 職    
電話機|전화기|telephone receiver| 電 話 機    
-週|지난주|last week| - 週     
次男|차남|one's second eldest son| 次 男     
採點|채점|marking, grading, scoring| 採 點     
打字機|타자기|a typewriter| 打 字 機    
便-|편히|easily, comfortably| 便 -     
-中|한밤중|midnight| - 中     
孝道|효도|filial piety, to be devoted to one's parents| 孝 道     
看護師|간호사|nurse| 看 護 師    
高等學生|고등학생|high school student| 高 等 學 生   
歸家|귀가|returning home| 歸 家     
大學敎授|대학교수|university professor| 大 學 敎 授   
飛行場|비행장|an airfield| 飛 行 場    
-甁|술병|a bottle of alcohol| - 甁     
葉書|엽서|a postcard| 葉 書     
曜日|요일|weekday| 曜 日     
運轉技士|운전기사|the driver| 運 轉 技 士   
危險性|위험성|riskiness, jeopardy| 危 險 性    
一|일|one| 一      
在學|재학|while in school, attending school| 在 學     
定期的|정기적|fixed, regular, periodical| 定 期 的    
宗敎的|종교적|religious, spiritual| 宗 敎 的    
主觀的|주관적|subjective| 主 觀 的    
職場人|직장인|a worker| 職 場 人    
眞心|진심|sincerely, truly| 眞 心     
冊-|책가방|bookbag| 冊 -     
齒藥|치약|toothpaste| 齒 藥     
學科|학과|department (college, university)| 學 科     
强調|강조|emphasis, stress| 强 調     
揭示板|게시판|bulletin board| 揭 示 板    
共通點|공통점|to share something in common| 共 通 點    
課外|과외|extracurricular work| 課 外     
校內|교내|inside the school| 校 內     
區|구|ward or  district| 區      
內的|내적|internal| 內 的     
答狀|답장|answer, reply (letter/email)| 答 狀     
無|무|nothing; lacking| 無      
別-|별일|a particular thing| 別 -     
佛法|불법|Buddhism| 佛 法     
事業家|사업가|businessman| 事 業 家    
申請書|신청서|application, application form| 申 請 書    
-桶|쓰레기통|garbage can| - 桶     
羊|양|a sheep, ram| 羊      
如前-|여전하다|be unchanged, the same as before| 如 前 -    
嶺南|영남|the southeastern part of Korea| 嶺 南     
胃|위|the stomach| 胃      
日氣|일기|weather| 日 氣     
這番|저번|last time, the other day| 這 番     
展示場|전시장|an exhibition hall| 展 示 場    
正答|정답|correct answer| 正 答     
除隊-|제대하다|be discharged from the military| 除 隊 -    
卽席|즉석|instantly, impromptu| 卽 席     
次次|차차|gradually| 次 次     
匣|갑|case, box, pack| 匣      
怯-|겁나다|be frightened or  scared| 怯 -     
金-|금메달|gold medal| 金 -     
童話冊|동화책|a fairy tale| 童 話 冊    
募集-|모집하다|call/appeal for| 募 集 -    
-色|밤색|chestnut color, maroon| - 色     
性別|성별|sex distinction| 性 別     
洗濯|세탁|laundry| 洗 濯     
所聞-|소문나다|a rumor gets started| 所 聞 -    
所用-|소용없다|to be useless| 所 用 -    
-傷-|속상하다|upset, distressed, annoyed| - 傷 -    
-手巾|손수건|a handkerchief| - 手 巾    
水道-|수돗물|tap water| 水 道 -    
數萬|수만|tens of thousands| 數 萬     
輸入品|수입품|an imported product| 輸 入 品    
食器|식기|dishes, tableware| 食 器     
案|안|a plan, proposal, suggestion| 案      
安否|안부|safety, welfare| 安 否     
洋酒|양주|foreign wine/liquors| 洋 酒     
映畵俳優|영화배우|movie actor| 映 畵 俳 優   
容恕|용서|pardon, forgiveness| 容 恕     
移徙-|이사하다|to move (between houses or apartments)| 移 徙 -    
一等|일등|first place, first rate/class/grade| 一 等     
陣痛|진통|labor pains, travail| 陣 痛     
